"secao","nome_secao","divisao","nome_divisao","grupo","nome_grupo","notas_explicativas"
"F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","43.1",". Demolição e preparação do terreno","Esta divisão compreende a execução de partes de edifícios ou obras de infra-estrutura, tais como: a preparação do terreno para construção, a instalação de materiais e equipamentos necessários ao funcionamento do imóvel e as obras de acabamento.Em geral, as unidades classificadas nesta divisão são especializadas em um determinado tipo de serviço para a construção civil, comum a diferentes tipos de estruturas e que requer a utilização de técnicas e equipamentos especiais para a sua execução. Como exemplo, podem-se citar as seguintes atividades: as fundações, a concretagem de estruturas, a colocação de revestimentos de qualquer material em paredes e pisos, a instalação de andaimes, a construção de coberturas, etc.Também está compreendida nesta divisão a construção de estruturas de aço, sempre que esta atividade não seja realizada pelo próprio fabricante das partes metálicas da estrutura (vigas, colunas, lajes, etc.). Os serviços especializados para construção civil são geralmente realizados por subcontratação pela empresa responsável pela realização da construção e, no caso de obras de reforma, normalmente esses serviços são executados diretamente para o proprietário.Esta divisão compreende também as obras de instalações prediais que permitem o funcionamento e a operação do edifício. Normalmente estas atividades são realizadas conjuntamente à fase de construção, sendo que algumas partes desses serviços podem ser concluídas em um período pré-fixado. Estas atividades incluem as instalações hidráulicas, as instalações de sistemas de calefação e de ar condicionado, antenas, sistemas de alarme e outras instalações elétricas, sistemas de irrigação automáticos, elevadores e escadas rolantes, etc. Também estão incluídos os serviços de tratamento térmico e acústico, alvenaria, refrigeração comercial, a instalação de sistemas de iluminação e de sinalização luminosa e iluminação de rodovias, ferrovias, aeroportos, portos, etc.Esta divisão não compreende a construção de edifícios (divisão 41), as obras de infra-estrutura (divisão 42), a retirada de entulho (divisão 38) e os serviços de paisagismo (divisão 81). "
"F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","43.2",". Instalações elétricas, hidráulicas e outras instalações em construções","Esta divisão compreende a execução de partes de edifícios ou obras de infra-estrutura, tais como: a preparação do terreno para construção, a instalação de materiais e equipamentos necessários ao funcionamento do imóvel e as obras de acabamento.Em geral, as unidades classificadas nesta divisão são especializadas em um determinado tipo de serviço para a construção civil, comum a diferentes tipos de estruturas e que requer a utilização de técnicas e equipamentos especiais para a sua execução. Como exemplo, podem-se citar as seguintes atividades: as fundações, a concretagem de estruturas, a colocação de revestimentos de qualquer material em paredes e pisos, a instalação de andaimes, a construção de coberturas, etc.Também está compreendida nesta divisão a construção de estruturas de aço, sempre que esta atividade não seja realizada pelo próprio fabricante das partes metálicas da estrutura (vigas, colunas, lajes, etc.). Os serviços especializados para construção civil são geralmente realizados por subcontratação pela empresa responsável pela realização da construção e, no caso de obras de reforma, normalmente esses serviços são executados diretamente para o proprietário.Esta divisão compreende também as obras de instalações prediais que permitem o funcionamento e a operação do edifício. Normalmente estas atividades são realizadas conjuntamente à fase de construção, sendo que algumas partes desses serviços podem ser concluídas em um período pré-fixado. Estas atividades incluem as instalações hidráulicas, as instalações de sistemas de calefação e de ar condicionado, antenas, sistemas de alarme e outras instalações elétricas, sistemas de irrigação automáticos, elevadores e escadas rolantes, etc. Também estão incluídos os serviços de tratamento térmico e acústico, alvenaria, refrigeração comercial, a instalação de sistemas de iluminação e de sinalização luminosa e iluminação de rodovias, ferrovias, aeroportos, portos, etc.Esta divisão não compreende a construção de edifícios (divisão 41), as obras de infra-estrutura (divisão 42), a retirada de entulho (divisão 38) e os serviços de paisagismo (divisão 81). "
"F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","43.3",". Obras de acabamento","Esta divisão compreende a execução de partes de edifícios ou obras de infra-estrutura, tais como: a preparação do terreno para construção, a instalação de materiais e equipamentos necessários ao funcionamento do imóvel e as obras de acabamento.Em geral, as unidades classificadas nesta divisão são especializadas em um determinado tipo de serviço para a construção civil, comum a diferentes tipos de estruturas e que requer a utilização de técnicas e equipamentos especiais para a sua execução. Como exemplo, podem-se citar as seguintes atividades: as fundações, a concretagem de estruturas, a colocação de revestimentos de qualquer material em paredes e pisos, a instalação de andaimes, a construção de coberturas, etc.Também está compreendida nesta divisão a construção de estruturas de aço, sempre que esta atividade não seja realizada pelo próprio fabricante das partes metálicas da estrutura (vigas, colunas, lajes, etc.). Os serviços especializados para construção civil são geralmente realizados por subcontratação pela empresa responsável pela realização da construção e, no caso de obras de reforma, normalmente esses serviços são executados diretamente para o proprietário.Esta divisão compreende também as obras de instalações prediais que permitem o funcionamento e a operação do edifício. Normalmente estas atividades são realizadas conjuntamente à fase de construção, sendo que algumas partes desses serviços podem ser concluídas em um período pré-fixado. Estas atividades incluem as instalações hidráulicas, as instalações de sistemas de calefação e de ar condicionado, antenas, sistemas de alarme e outras instalações elétricas, sistemas de irrigação automáticos, elevadores e escadas rolantes, etc. Também estão incluídos os serviços de tratamento térmico e acústico, alvenaria, refrigeração comercial, a instalação de sistemas de iluminação e de sinalização luminosa e iluminação de rodovias, ferrovias, aeroportos, portos, etc.Esta divisão não compreende a construção de edifícios (divisão 41), as obras de infra-estrutura (divisão 42), a retirada de entulho (divisão 38) e os serviços de paisagismo (divisão 81). "
"F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","43.9",". Outros serviços especializados para construção","Esta divisão compreende a execução de partes de edifícios ou obras de infra-estrutura, tais como: a preparação do terreno para construção, a instalação de materiais e equipamentos necessários ao funcionamento do imóvel e as obras de acabamento.Em geral, as unidades classificadas nesta divisão são especializadas em um determinado tipo de serviço para a construção civil, comum a diferentes tipos de estruturas e que requer a utilização de técnicas e equipamentos especiais para a sua execução. Como exemplo, podem-se citar as seguintes atividades: as fundações, a concretagem de estruturas, a colocação de revestimentos de qualquer material em paredes e pisos, a instalação de andaimes, a construção de coberturas, etc.Também está compreendida nesta divisão a construção de estruturas de aço, sempre que esta atividade não seja realizada pelo próprio fabricante das partes metálicas da estrutura (vigas, colunas, lajes, etc.). Os serviços especializados para construção civil são geralmente realizados por subcontratação pela empresa responsável pela realização da construção e, no caso de obras de reforma, normalmente esses serviços são executados diretamente para o proprietário.Esta divisão compreende também as obras de instalações prediais que permitem o funcionamento e a operação do edifício. Normalmente estas atividades são realizadas conjuntamente à fase de construção, sendo que algumas partes desses serviços podem ser concluídas em um período pré-fixado. Estas atividades incluem as instalações hidráulicas, as instalações de sistemas de calefação e de ar condicionado, antenas, sistemas de alarme e outras instalações elétricas, sistemas de irrigação automáticos, elevadores e escadas rolantes, etc. Também estão incluídos os serviços de tratamento térmico e acústico, alvenaria, refrigeração comercial, a instalação de sistemas de iluminação e de sinalização luminosa e iluminação de rodovias, ferrovias, aeroportos, portos, etc.Esta divisão não compreende a construção de edifícios (divisão 41), as obras de infra-estrutura (divisão 42), a retirada de entulho (divisão 38) e os serviços de paisagismo (divisão 81). "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45.1",". Comércio de veículos automotores","Esta divisão compreende a venda por atacado e a varejo de veículos automotores e motocicletas novos e usados e de peças e acessórios para esses veículos, inclui também as atividades de manutenção e reparação de veículos automotores e motocicletasEsta divisão compreende também as atividades de representantes comerciais e agentes do comércio, por atacado e a varejo de veículos automotores e motocicletas e as vendas sob consignação desses produtosEsta divisão não compreende a locação de veículos sem motorista ou condutor (divisão 77) e com motorista ou condutor (divisão 49), a venda de combustíveis e lubrificantes para veículos automotores por atacado (grupo 46.8) e varejo (grupo 47.3) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45.2",". Manutenção e reparação de veículos automotores","Esta divisão compreende a venda por atacado e a varejo de veículos automotores e motocicletas novos e usados e de peças e acessórios para esses veículos, inclui também as atividades de manutenção e reparação de veículos automotores e motocicletasEsta divisão compreende também as atividades de representantes comerciais e agentes do comércio, por atacado e a varejo de veículos automotores e motocicletas e as vendas sob consignação desses produtosEsta divisão não compreende a locação de veículos sem motorista ou condutor (divisão 77) e com motorista ou condutor (divisão 49), a venda de combustíveis e lubrificantes para veículos automotores por atacado (grupo 46.8) e varejo (grupo 47.3) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45.3",". Comércio de peças e acessórios para veículos automotores","Esta divisão compreende a venda por atacado e a varejo de veículos automotores e motocicletas novos e usados e de peças e acessórios para esses veículos, inclui também as atividades de manutenção e reparação de veículos automotores e motocicletasEsta divisão compreende também as atividades de representantes comerciais e agentes do comércio, por atacado e a varejo de veículos automotores e motocicletas e as vendas sob consignação desses produtosEsta divisão não compreende a locação de veículos sem motorista ou condutor (divisão 77) e com motorista ou condutor (divisão 49), a venda de combustíveis e lubrificantes para veículos automotores por atacado (grupo 46.8) e varejo (grupo 47.3) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45.4",". Comércio, manutenção e reparação de motocicletas, peças e acessórios","Esta divisão compreende a venda por atacado e a varejo de veículos automotores e motocicletas novos e usados e de peças e acessórios para esses veículos, inclui também as atividades de manutenção e reparação de veículos automotores e motocicletasEsta divisão compreende também as atividades de representantes comerciais e agentes do comércio, por atacado e a varejo de veículos automotores e motocicletas e as vendas sob consignação desses produtosEsta divisão não compreende a locação de veículos sem motorista ou condutor (divisão 77) e com motorista ou condutor (divisão 49), a venda de combustíveis e lubrificantes para veículos automotores por atacado (grupo 46.8) e varejo (grupo 47.3) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46","COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46.1",". Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas","Esta divisão compreende as atividades de venda por atacado de mercadorias, exceto de veículos automotores e motocicletas, quer realizada por comerciante atacadista ou por representante ou agente do comércio. Em geral, esta venda é uma etapa intermediária da distribuição de mercadorias; e está organizada para vender mercadorias em grandes quantidades a varejistas, a empresas, estabelecimentos agropecuários, cooperativas e a uma clientela institucional. Entretanto, alguns atacadistas, sobretudo os que fornecem bens de capital de grande porte, vendem mercadorias por unidade aos usuários finaisAs atividades dos representantes e agentes do comércio que, sob contrato, comercializam a mercadoria em nome de terceiros ou fazem a intermediação entre vendedores e compradores de mercadorias no atacado, são compreendidas no grupo 46.1 e as atividades dos atacadistas que compram as mercadorias que revendem são tratadas nos grupos 46.2, 46.3, 46.4, 46.5, 46.6, 46.7, 46.8 e 46.9.Esta divisão compreende também as manipulações habituais do comércio atacadista - montagem, classificação e agrupamento de produtos em grande escala, fracionamento, acondicionamento e envasamento, redistribuição em recipientes de menor escala - quando realizadas por conta própria e as atividades de representantes comerciais e agentes do comércio atacadista realizadas via internetEsta divisão não compreende o comércio de veículos automotores e motocicletas, peças e acessórios (divisão 45); o aluguel de máquinas e equipamentos sem operadores, de objetos pessoais e utilidades domésticas (divisão 77) e as atividades de fracionamento, acondicionamento e envasamento sob contrato (8292-0/00) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46","COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46.2",". Comércio atacadista de matérias-primas agrícolas e animais vivos","Esta divisão compreende as atividades de venda por atacado de mercadorias, exceto de veículos automotores e motocicletas, quer realizada por comerciante atacadista ou por representante ou agente do comércio. Em geral, esta venda é uma etapa intermediária da distribuição de mercadorias; e está organizada para vender mercadorias em grandes quantidades a varejistas, a empresas, estabelecimentos agropecuários, cooperativas e a uma clientela institucional. Entretanto, alguns atacadistas, sobretudo os que fornecem bens de capital de grande porte, vendem mercadorias por unidade aos usuários finaisAs atividades dos representantes e agentes do comércio que, sob contrato, comercializam a mercadoria em nome de terceiros ou fazem a intermediação entre vendedores e compradores de mercadorias no atacado, são compreendidas no grupo 46.1 e as atividades dos atacadistas que compram as mercadorias que revendem são tratadas nos grupos 46.2, 46.3, 46.4, 46.5, 46.6, 46.7, 46.8 e 46.9.Esta divisão compreende também as manipulações habituais do comércio atacadista - montagem, classificação e agrupamento de produtos em grande escala, fracionamento, acondicionamento e envasamento, redistribuição em recipientes de menor escala - quando realizadas por conta própria e as atividades de representantes comerciais e agentes do comércio atacadista realizadas via internetEsta divisão não compreende o comércio de veículos automotores e motocicletas, peças e acessórios (divisão 45); o aluguel de máquinas e equipamentos sem operadores, de objetos pessoais e utilidades domésticas (divisão 77) e as atividades de fracionamento, acondicionamento e envasamento sob contrato (8292-0/00) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46","COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46.3",". Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","Esta divisão compreende as atividades de venda por atacado de mercadorias, exceto de veículos automotores e motocicletas, quer realizada por comerciante atacadista ou por representante ou agente do comércio. Em geral, esta venda é uma etapa intermediária da distribuição de mercadorias; e está organizada para vender mercadorias em grandes quantidades a varejistas, a empresas, estabelecimentos agropecuários, cooperativas e a uma clientela institucional. Entretanto, alguns atacadistas, sobretudo os que fornecem bens de capital de grande porte, vendem mercadorias por unidade aos usuários finaisAs atividades dos representantes e agentes do comércio que, sob contrato, comercializam a mercadoria em nome de terceiros ou fazem a intermediação entre vendedores e compradores de mercadorias no atacado, são compreendidas no grupo 46.1 e as atividades dos atacadistas que compram as mercadorias que revendem são tratadas nos grupos 46.2, 46.3, 46.4, 46.5, 46.6, 46.7, 46.8 e 46.9.Esta divisão compreende também as manipulações habituais do comércio atacadista - montagem, classificação e agrupamento de produtos em grande escala, fracionamento, acondicionamento e envasamento, redistribuição em recipientes de menor escala - quando realizadas por conta própria e as atividades de representantes comerciais e agentes do comércio atacadista realizadas via internetEsta divisão não compreende o comércio de veículos automotores e motocicletas, peças e acessórios (divisão 45); o aluguel de máquinas e equipamentos sem operadores, de objetos pessoais e utilidades domésticas (divisão 77) e as atividades de fracionamento, acondicionamento e envasamento sob contrato (8292-0/00) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46","COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46.4",". Comércio atacadista de produtos de consumo não-alimentar","Esta divisão compreende as atividades de venda por atacado de mercadorias, exceto de veículos automotores e motocicletas, quer realizada por comerciante atacadista ou por representante ou agente do comércio. Em geral, esta venda é uma etapa intermediária da distribuição de mercadorias; e está organizada para vender mercadorias em grandes quantidades a varejistas, a empresas, estabelecimentos agropecuários, cooperativas e a uma clientela institucional. Entretanto, alguns atacadistas, sobretudo os que fornecem bens de capital de grande porte, vendem mercadorias por unidade aos usuários finaisAs atividades dos representantes e agentes do comércio que, sob contrato, comercializam a mercadoria em nome de terceiros ou fazem a intermediação entre vendedores e compradores de mercadorias no atacado, são compreendidas no grupo 46.1 e as atividades dos atacadistas que compram as mercadorias que revendem são tratadas nos grupos 46.2, 46.3, 46.4, 46.5, 46.6, 46.7, 46.8 e 46.9.Esta divisão compreende também as manipulações habituais do comércio atacadista - montagem, classificação e agrupamento de produtos em grande escala, fracionamento, acondicionamento e envasamento, redistribuição em recipientes de menor escala - quando realizadas por conta própria e as atividades de representantes comerciais e agentes do comércio atacadista realizadas via internetEsta divisão não compreende o comércio de veículos automotores e motocicletas, peças e acessórios (divisão 45); o aluguel de máquinas e equipamentos sem operadores, de objetos pessoais e utilidades domésticas (divisão 77) e as atividades de fracionamento, acondicionamento e envasamento sob contrato (8292-0/00) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46","COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46.5",". Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação","Esta divisão compreende as atividades de venda por atacado de mercadorias, exceto de veículos automotores e motocicletas, quer realizada por comerciante atacadista ou por representante ou agente do comércio. Em geral, esta venda é uma etapa intermediária da distribuição de mercadorias; e está organizada para vender mercadorias em grandes quantidades a varejistas, a empresas, estabelecimentos agropecuários, cooperativas e a uma clientela institucional. Entretanto, alguns atacadistas, sobretudo os que fornecem bens de capital de grande porte, vendem mercadorias por unidade aos usuários finaisAs atividades dos representantes e agentes do comércio que, sob contrato, comercializam a mercadoria em nome de terceiros ou fazem a intermediação entre vendedores e compradores de mercadorias no atacado, são compreendidas no grupo 46.1 e as atividades dos atacadistas que compram as mercadorias que revendem são tratadas nos grupos 46.2, 46.3, 46.4, 46.5, 46.6, 46.7, 46.8 e 46.9.Esta divisão compreende também as manipulações habituais do comércio atacadista - montagem, classificação e agrupamento de produtos em grande escala, fracionamento, acondicionamento e envasamento, redistribuição em recipientes de menor escala - quando realizadas por conta própria e as atividades de representantes comerciais e agentes do comércio atacadista realizadas via internetEsta divisão não compreende o comércio de veículos automotores e motocicletas, peças e acessórios (divisão 45); o aluguel de máquinas e equipamentos sem operadores, de objetos pessoais e utilidades domésticas (divisão 77) e as atividades de fracionamento, acondicionamento e envasamento sob contrato (8292-0/00) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46","COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46.6",". Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação","Esta divisão compreende as atividades de venda por atacado de mercadorias, exceto de veículos automotores e motocicletas, quer realizada por comerciante atacadista ou por representante ou agente do comércio. Em geral, esta venda é uma etapa intermediária da distribuição de mercadorias; e está organizada para vender mercadorias em grandes quantidades a varejistas, a empresas, estabelecimentos agropecuários, cooperativas e a uma clientela institucional. Entretanto, alguns atacadistas, sobretudo os que fornecem bens de capital de grande porte, vendem mercadorias por unidade aos usuários finaisAs atividades dos representantes e agentes do comércio que, sob contrato, comercializam a mercadoria em nome de terceiros ou fazem a intermediação entre vendedores e compradores de mercadorias no atacado, são compreendidas no grupo 46.1 e as atividades dos atacadistas que compram as mercadorias que revendem são tratadas nos grupos 46.2, 46.3, 46.4, 46.5, 46.6, 46.7, 46.8 e 46.9.Esta divisão compreende também as manipulações habituais do comércio atacadista - montagem, classificação e agrupamento de produtos em grande escala, fracionamento, acondicionamento e envasamento, redistribuição em recipientes de menor escala - quando realizadas por conta própria e as atividades de representantes comerciais e agentes do comércio atacadista realizadas via internetEsta divisão não compreende o comércio de veículos automotores e motocicletas, peças e acessórios (divisão 45); o aluguel de máquinas e equipamentos sem operadores, de objetos pessoais e utilidades domésticas (divisão 77) e as atividades de fracionamento, acondicionamento e envasamento sob contrato (8292-0/00) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46","COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46.7",". Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","Esta divisão compreende as atividades de venda por atacado de mercadorias, exceto de veículos automotores e motocicletas, quer realizada por comerciante atacadista ou por representante ou agente do comércio. Em geral, esta venda é uma etapa intermediária da distribuição de mercadorias; e está organizada para vender mercadorias em grandes quantidades a varejistas, a empresas, estabelecimentos agropecuários, cooperativas e a uma clientela institucional. Entretanto, alguns atacadistas, sobretudo os que fornecem bens de capital de grande porte, vendem mercadorias por unidade aos usuários finaisAs atividades dos representantes e agentes do comércio que, sob contrato, comercializam a mercadoria em nome de terceiros ou fazem a intermediação entre vendedores e compradores de mercadorias no atacado, são compreendidas no grupo 46.1 e as atividades dos atacadistas que compram as mercadorias que revendem são tratadas nos grupos 46.2, 46.3, 46.4, 46.5, 46.6, 46.7, 46.8 e 46.9.Esta divisão compreende também as manipulações habituais do comércio atacadista - montagem, classificação e agrupamento de produtos em grande escala, fracionamento, acondicionamento e envasamento, redistribuição em recipientes de menor escala - quando realizadas por conta própria e as atividades de representantes comerciais e agentes do comércio atacadista realizadas via internetEsta divisão não compreende o comércio de veículos automotores e motocicletas, peças e acessórios (divisão 45); o aluguel de máquinas e equipamentos sem operadores, de objetos pessoais e utilidades domésticas (divisão 77) e as atividades de fracionamento, acondicionamento e envasamento sob contrato (8292-0/00) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46","COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46.8",". Comércio atacadista especializado em outros produtos","Esta divisão compreende as atividades de venda por atacado de mercadorias, exceto de veículos automotores e motocicletas, quer realizada por comerciante atacadista ou por representante ou agente do comércio. Em geral, esta venda é uma etapa intermediária da distribuição de mercadorias; e está organizada para vender mercadorias em grandes quantidades a varejistas, a empresas, estabelecimentos agropecuários, cooperativas e a uma clientela institucional. Entretanto, alguns atacadistas, sobretudo os que fornecem bens de capital de grande porte, vendem mercadorias por unidade aos usuários finaisAs atividades dos representantes e agentes do comércio que, sob contrato, comercializam a mercadoria em nome de terceiros ou fazem a intermediação entre vendedores e compradores de mercadorias no atacado, são compreendidas no grupo 46.1 e as atividades dos atacadistas que compram as mercadorias que revendem são tratadas nos grupos 46.2, 46.3, 46.4, 46.5, 46.6, 46.7, 46.8 e 46.9.Esta divisão compreende também as manipulações habituais do comércio atacadista - montagem, classificação e agrupamento de produtos em grande escala, fracionamento, acondicionamento e envasamento, redistribuição em recipientes de menor escala - quando realizadas por conta própria e as atividades de representantes comerciais e agentes do comércio atacadista realizadas via internetEsta divisão não compreende o comércio de veículos automotores e motocicletas, peças e acessórios (divisão 45); o aluguel de máquinas e equipamentos sem operadores, de objetos pessoais e utilidades domésticas (divisão 77) e as atividades de fracionamento, acondicionamento e envasamento sob contrato (8292-0/00) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46","COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","46.9",". Comércio atacadista não-especializado","Esta divisão compreende as atividades de venda por atacado de mercadorias, exceto de veículos automotores e motocicletas, quer realizada por comerciante atacadista ou por representante ou agente do comércio. Em geral, esta venda é uma etapa intermediária da distribuição de mercadorias; e está organizada para vender mercadorias em grandes quantidades a varejistas, a empresas, estabelecimentos agropecuários, cooperativas e a uma clientela institucional. Entretanto, alguns atacadistas, sobretudo os que fornecem bens de capital de grande porte, vendem mercadorias por unidade aos usuários finaisAs atividades dos representantes e agentes do comércio que, sob contrato, comercializam a mercadoria em nome de terceiros ou fazem a intermediação entre vendedores e compradores de mercadorias no atacado, são compreendidas no grupo 46.1 e as atividades dos atacadistas que compram as mercadorias que revendem são tratadas nos grupos 46.2, 46.3, 46.4, 46.5, 46.6, 46.7, 46.8 e 46.9.Esta divisão compreende também as manipulações habituais do comércio atacadista - montagem, classificação e agrupamento de produtos em grande escala, fracionamento, acondicionamento e envasamento, redistribuição em recipientes de menor escala - quando realizadas por conta própria e as atividades de representantes comerciais e agentes do comércio atacadista realizadas via internetEsta divisão não compreende o comércio de veículos automotores e motocicletas, peças e acessórios (divisão 45); o aluguel de máquinas e equipamentos sem operadores, de objetos pessoais e utilidades domésticas (divisão 77) e as atividades de fracionamento, acondicionamento e envasamento sob contrato (8292-0/00) "
"G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","47","COMÉRCIO VAREJISTA","47.1",". Comércio varejista não-especializado","Esta divisão compreende as atividades de revenda (venda sem transformação significativa) de bens de consumo novos e usados para o público em geral, preponderantemente para o consumidor final. O comércio varejista é organizado para vender mercadorias em pequenas quantidades ao consumidor final, representando, portanto, o último elo da cadeia de distribuição.Inclui tanto o comércio tradicional em lojas abertas ao público como o varejo por meios não tradicionais por catálogo, porta-a-porta, televisão, internet, etc.Esta divisão compreende também as unidades comerciais abertas ao?público, em lojas com exposição de mercadorias, de produtos tais como computadores pessoais, artigos de papelaria, tintas ou madeira, ainda que parte das vendas realizadas não seja para uso pessoal ou doméstico.A classificação das atividades do comércio varejista baseia-se na gama de produtos vendidos, sem distinção da forma de comercialização em loja ou fora de loja (por correio, catálogo, porta-a-porta, internet, etc.) e apóia-se em conceitos e convenções relativos a especialização e predominânciaEspecialização:A especialidade é definida em função da gama de produtos vendidos, tomando como referência o conteúdo das classes discriminadas nos grupos 47.2, 47.5, 47.6, 47.7 e 47.8. Se os produtos contidos numa destas classes representam mais de 50% das vendas, trata-se de comércio especializado nesta classe. Caso contrário, é preciso levar em conta a gama de produtos que representam mais de 5% do faturamento (ou de qualquer outra variável que o substitua). Com quatro classes ou menos, o comércio é especializado, sendo classificado na classe com maior peso. Com vendas distribuídas em mais de quatro classes, o comércio é não-especializado (grupo 47.1).Se a unidade produtiva é um comércio-especializado, se classificará em algum dos grupos 47.2, 47.5, 47.6, 47.7 e 47.8 considerando para isso as regras definidas pelo método descendente (do nível mais agregado para os menos agregados).Se, pelo contrário, a unidade compreende uma gama de produtos igual ou superior a cinco, trata-se de comércio não-especializado e se classificará no grupo 47.1.Predominância:A predominância é definida, nas unidades não-especializadas, em função da participação da venda de alimentos, bebidas e fumo no faturamento total. Quando esta participação for de 35% ou mais, trata-se de comércio não-especializado com predominância alimentar. Neste caso, esta unidade se classificará em uma das seguintes classes: 47.11-3 ou 47.12-1.Caso não ocorra esta situação, trata-se de comércio não-especializado com predominância não-alimentar, compreendido na classe 47.13-0.Além da venda de mercadorias, há casos de comerciantes varejistas que prestam serviços pós-venda, tais como serviços de entrega, montagem e instalação. Como regra geral, os estabelecimentos que revendem mercadorias no varejo e que têm serviços pós-vendas são classificados nesta divisão.Esta divisão compreende também as atividades usualmente associadas ao comércio, tais como: a classificação, fracionamento e acondicionamento quando realizadas na unidade comercial; a venda a varejo realizada por agentes comissionados e sob consignação (classificados nas classes dos produtos correspondentes) e a venda à varejo de combustíveis e lubrificantes para veículos automotores e motocicletas, e barcos de pequeno porte.Esta divisão não compreende a venda de veículos automotores, motocicletas e componentes (divisão 45); a venda de bens destinados a usuários industriais (divisão 46); a venda de alimentos e bebidas para consumo no local (divisão 56); o aluguel de artigos de uso pessoal e doméstico (divisão 77). "
